KOG_ID	ko01100_module_ID
K03475	M00550: Ascorbate_degradation_ascorbate_D_xylulose_5P
K03476	M00550: Ascorbate_degradation_ascorbate_D_xylulose_5P
K03078	M00550: Ascorbate_degradation_ascorbate_D_xylulose_5P
K03079	M00550: Ascorbate_degradation_ascorbate_D_xylulose_5P
K03077	M00550: Ascorbate_degradation_ascorbate_D_xylulose_5P
K05549	M00551: Benzoate_degradation_benzoate_catechol_methylbenzoate_methylcatechol
K05550	M00551: Benzoate_degradation_benzoate_catechol_methylbenzoate_methylcatechol
K05784	M00551: Benzoate_degradation_benzoate_catechol_methylbenzoate_methylcatechol
K05783	M00551: Benzoate_degradation_benzoate_catechol_methylbenzoate_methylcatechol
K01684	M00552: D_galactonate_degradation_De_Ley_Doudoroff_pathway_D_galactonate_glycerate_3P
K00883	M00552: D_galactonate_degradation_De_Ley_Doudoroff_pathway_D_galactonate_glycerate_3P
K01631	M00552: D_galactonate_degradation_De_Ley_Doudoroff_pathway_D_galactonate_glycerate_3P
K00134	M00552: D_galactonate_degradation_De_Ley_Doudoroff_pathway_D_galactonate_glycerate_3P
K00927	M00552: D_galactonate_degradation_De_Ley_Doudoroff_pathway_D_galactonate_glycerate_3P
K00849	M00554: Nucleotide_sugar_biosynthesis_galactose_UDP_galactose
K00965	M00554: Nucleotide_sugar_biosynthesis_galactose_UDP_galactose
K17755	M00555: Betaine_biosynthesis_choline_betaine
K00108	M00555: Betaine_biosynthesis_choline_betaine
K11440	M00555: Betaine_biosynthesis_choline_betaine
K00499	M00555: Betaine_biosynthesis_choline_betaine
K00130	M00555: Betaine_biosynthesis_choline_betaine
K14085	M00555: Betaine_biosynthesis_choline_betaine
K14082	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K16177	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K16176	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K16179	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K16178	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K14084	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K14083	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K00399	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K00401	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K00402	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K22480	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K22481	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K22482	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K03388	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K03389	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K03390	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K08264	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K08265	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K03388	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K03389	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K03390	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K14127	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K14126	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K14128	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K22516	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K00125	M00563: Methanogenesis_methylamine_dimethylamine_trimethylamine_methane
K00975	M00565: Trehalose_biosynthesis_D_glucose_1P_trehalose
K00703	M00565: Trehalose_biosynthesis_D_glucose_1P_trehalose
K00700	M00565: Trehalose_biosynthesis_D_glucose_1P_trehalose
K16149	M00565: Trehalose_biosynthesis_D_glucose_1P_trehalose
K01214	M00565: Trehalose_biosynthesis_D_glucose_1P_trehalose
K06044	M00565: Trehalose_biosynthesis_D_glucose_1P_trehalose
K01236	M00565: Trehalose_biosynthesis_D_glucose_1P_trehalose
K00200	M00567: Methanogenesis_CO2_methane
K00201	M00567: Methanogenesis_CO2_methane
K00202	M00567: Methanogenesis_CO2_methane
K00203	M00567: Methanogenesis_CO2_methane
K11261	M00567: Methanogenesis_CO2_methane
K00205	M00567: Methanogenesis_CO2_methane
K11260	M00567: Methanogenesis_CO2_methane
K00204	M00567: Methanogenesis_CO2_methane
K00672	M00567: Methanogenesis_CO2_methane
K01499	M00567: Methanogenesis_CO2_methane
K00319	M00567: Methanogenesis_CO2_methane
K13942	M00567: Methanogenesis_CO2_methane
K00320	M00567: Methanogenesis_CO2_methane
K00577	M00567: Methanogenesis_CO2_methane
K00578	M00567: Methanogenesis_CO2_methane
K00579	M00567: Methanogenesis_CO2_methane
K00580	M00567: Methanogenesis_CO2_methane
K00581	M00567: Methanogenesis_CO2_methane
K00582	M00567: Methanogenesis_CO2_methane
K00583	M00567: Methanogenesis_CO2_methane
K00584	M00567: Methanogenesis_CO2_methane
K00399	M00567: Methanogenesis_CO2_methane
K00401	M00567: Methanogenesis_CO2_methane
K00402	M00567: Methanogenesis_CO2_methane
K22480	M00567: Methanogenesis_CO2_methane
K22481	M00567: Methanogenesis_CO2_methane
K22482	M00567: Methanogenesis_CO2_methane
K03388	M00567: Methanogenesis_CO2_methane
K03389	M00567: Methanogenesis_CO2_methane
K03390	M00567: Methanogenesis_CO2_methane
K08264	M00567: Methanogenesis_CO2_methane
K08265	M00567: Methanogenesis_CO2_methane
K03388	M00567: Methanogenesis_CO2_methane
K03389	M00567: Methanogenesis_CO2_methane
K03390	M00567: Methanogenesis_CO2_methane
K14127	M00567: Methanogenesis_CO2_methane
K14126	M00567: Methanogenesis_CO2_methane
K14128	M00567: Methanogenesis_CO2_methane
K22516	M00567: Methanogenesis_CO2_methane
K00125	M00567: Methanogenesis_CO2_methane
K03381	M00568: Catechol_ortho_cleavage_catechol_3_oxoadipate
K01856	M00568: Catechol_ortho_cleavage_catechol_3_oxoadipate
K03464	M00568: Catechol_ortho_cleavage_catechol_3_oxoadipate
K01055	M00568: Catechol_ortho_cleavage_catechol_3_oxoadipate
K14727	M00568: Catechol_ortho_cleavage_catechol_3_oxoadipate
K00446	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K07104	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K10217	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K01821	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K01617	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K10216	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K18364	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K02554	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K18365	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K01666	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K18366	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K04073	M00569: Catechol_meta_cleavage_catechol_acetyl_CoA_4_methylcatechol_propanoyl_CoA
K17989	M00570: Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine
K01754	M00570: Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine
K01652	M00570: Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine
K01653	M00570: Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine
K11258	M00570: Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine
K00053	M00570: Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine
K01687	M00570: Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine
K00826	M00570: Isoleucine_biosynthesis_threonine_2_oxobutanoate_isoleucine
K02169	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K00647	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K09458	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K00059	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K02372	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K00208	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K02170	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K09789	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K19560	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K19561	M00572: Pimeloyl_ACP_biosynthesis_BioC_BioH_pathway_malonyl_ACP_pimeloyl_ACP
K16593	M00573: Biotin_biosynthesis_BioI_pathway_long_chain_acyl_ACP_pimeloyl_ACP_biotin
K00652	M00573: Biotin_biosynthesis_BioI_pathway_long_chain_acyl_ACP_pimeloyl_ACP_biotin
K19563	M00573: Biotin_biosynthesis_BioI_pathway_long_chain_acyl_ACP_pimeloyl_ACP_biotin
K01935	M00573: Biotin_biosynthesis_BioI_pathway_long_chain_acyl_ACP_pimeloyl_ACP_biotin
K01012	M00573: Biotin_biosynthesis_BioI_pathway_long_chain_acyl_ACP_pimeloyl_ACP_biotin
K01906	M00577: Biotin_biosynthesis_BioW_pathway_pimelate_pimeloyl_CoA_biotin
K00652	M00577: Biotin_biosynthesis_BioW_pathway_pimelate_pimeloyl_CoA_biotin
K00833	M00577: Biotin_biosynthesis_BioW_pathway_pimelate_pimeloyl_CoA_biotin
K19563	M00577: Biotin_biosynthesis_BioW_pathway_pimelate_pimeloyl_CoA_biotin
K01935	M00577: Biotin_biosynthesis_BioW_pathway_pimelate_pimeloyl_CoA_biotin
K01012	M00577: Biotin_biosynthesis_BioW_pathway_pimelate_pimeloyl_CoA_biotin
K00625	M00579: Phosphate_acetyltransferase_acetate_kinase_pathway_acetyl_CoA_acetate
K13788	M00579: Phosphate_acetyltransferase_acetate_kinase_pathway_acetyl_CoA_acetate
K15024	M00579: Phosphate_acetyltransferase_acetate_kinase_pathway_acetyl_CoA_acetate
K00925	M00579: Phosphate_acetyltransferase_acetate_kinase_pathway_acetyl_CoA_acetate
K08094	M00580: Pentose_phosphate_pathway_archaea_fructose_6P_ribose_5P
K08093	M00580: Pentose_phosphate_pathway_archaea_fructose_6P_ribose_5P
K13812	M00580: Pentose_phosphate_pathway_archaea_fructose_6P_ribose_5P
K13831	M00580: Pentose_phosphate_pathway_archaea_fructose_6P_ribose_5P
K01807	M00580: Pentose_phosphate_pathway_archaea_fructose_6P_ribose_5P
K17222	M00595: Thiosulfate_oxidation_by_SOX_complex_thiosulfate_sulfate
K17223	M00595: Thiosulfate_oxidation_by_SOX_complex_thiosulfate_sulfate
K17224	M00595: Thiosulfate_oxidation_by_SOX_complex_thiosulfate_sulfate
K17225	M00595: Thiosulfate_oxidation_by_SOX_complex_thiosulfate_sulfate
K22622	M00595: Thiosulfate_oxidation_by_SOX_complex_thiosulfate_sulfate
K17226	M00595: Thiosulfate_oxidation_by_SOX_complex_thiosulfate_sulfate
K17227	M00595: Thiosulfate_oxidation_by_SOX_complex_thiosulfate_sulfate
K00958	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K00394	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K00395	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K11180	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K11181	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K27196	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K27187	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K27188	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K27189	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K27190	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K27191	M00596: Dissimilatory_sulfate_reduction_sulfate_H2S
K10977	M00608: 2_Oxocarboxylic_acid_chain_extension_2_oxoglutarate_2_oxoadipate_2_oxopimelate_2_oxosuberate
K16792	M00608: 2_Oxocarboxylic_acid_chain_extension_2_oxoglutarate_2_oxoadipate_2_oxopimelate_2_oxosuberate
K16793	M00608: 2_Oxocarboxylic_acid_chain_extension_2_oxoglutarate_2_oxoadipate_2_oxopimelate_2_oxosuberate
K10978	M00608: 2_Oxocarboxylic_acid_chain_extension_2_oxoglutarate_2_oxoadipate_2_oxopimelate_2_oxosuberate
K00789	M00609: Cysteine_biosynthesis_methionine_cysteine
K17462	M00609: Cysteine_biosynthesis_methionine_cysteine
K01243	M00609: Cysteine_biosynthesis_methionine_cysteine
K07173	M00609: Cysteine_biosynthesis_methionine_cysteine
K17216	M00609: Cysteine_biosynthesis_methionine_cysteine
K17217	M00609: Cysteine_biosynthesis_methionine_cysteine
K00169	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00170	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00171	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00172	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K01959	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K01960	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00024	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K01677	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K01678	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K18209	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K18210	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K01902	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K01903	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00174	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00175	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00176	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00177	M00620: Incomplete_reductive_citrate_cycle_acetyl_CoA_oxoglutarate
K00281	M00621: Glycine_cleavage_system
K00282	M00621: Glycine_cleavage_system
K00283	M00621: Glycine_cleavage_system
K00605	M00621: Glycine_cleavage_system
K00382	M00621: Glycine_cleavage_system
K18029	M00622: Nicotinate_degradation_nicotinate_fumarate
K18030	M00622: Nicotinate_degradation_nicotinate_fumarate
K14974	M00622: Nicotinate_degradation_nicotinate_fumarate
K18028	M00622: Nicotinate_degradation_nicotinate_fumarate
K15357	M00622: Nicotinate_degradation_nicotinate_fumarate
K13995	M00622: Nicotinate_degradation_nicotinate_fumarate
K01799	M00622: Nicotinate_degradation_nicotinate_fumarate
K18068	M00623: Phthalate_degradation_phthalate_protocatechuate
K18069	M00623: Phthalate_degradation_phthalate_protocatechuate
K18067	M00623: Phthalate_degradation_phthalate_protocatechuate
K04102	M00623: Phthalate_degradation_phthalate_protocatechuate
K18074	M00624: Terephthalate_degradation_terephthalate_3_4_dihydroxybenzoate
K18075	M00624: Terephthalate_degradation_terephthalate_3_4_dihydroxybenzoate
K18077	M00624: Terephthalate_degradation_terephthalate_3_4_dihydroxybenzoate
K18076	M00624: Terephthalate_degradation_terephthalate_3_4_dihydroxybenzoate
K18106	M00630: D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
K19634	M00630: D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
K18102	M00630: D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
K18103	M00630: D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
K18107	M00630: D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
K01812	M00631: D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
K00041	M00631: D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
K01685	M00631: D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
K16849	M00631: D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
K16850	M00631: D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
K00874	M00631: D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
K01625	M00631: D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
K17463	M00631: D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
K01785	M00632: Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
K00849	M00632: Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
K00965	M00632: Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
K01784	M00632: Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
K05308	M00633: Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
K18126	M00633: Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
K11395	M00633: Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
K18978	M00633: Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
K18251	M00636: Phthalate_degradation_phthalate_protocatechuate
K18252	M00636: Phthalate_degradation_phthalate_protocatechuate
K18253	M00636: Phthalate_degradation_phthalate_protocatechuate
K18254	M00636: Phthalate_degradation_phthalate_protocatechuate
K18255	M00636: Phthalate_degradation_phthalate_protocatechuate
K18256	M00636: Phthalate_degradation_phthalate_protocatechuate
K05599	M00637: Anthranilate_degradation_anthranilate_catechol
K05600	M00637: Anthranilate_degradation_anthranilate_catechol
K11311	M00637: Anthranilate_degradation_anthranilate_catechol
K16319	M00637: Anthranilate_degradation_anthranilate_catechol
K16320	M00637: Anthranilate_degradation_anthranilate_catechol
K18248	M00637: Anthranilate_degradation_anthranilate_catechol
K18249	M00637: Anthranilate_degradation_anthranilate_catechol
K18242	M00638: Salicylate_degradation_salicylate_gentisate
K18243	M00638: Salicylate_degradation_salicylate_gentisate
K14578	M00638: Salicylate_degradation_salicylate_gentisate
K14581	M00638: Salicylate_degradation_salicylate_gentisate
K18385	M00661: Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
K18386	M00661: Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
K18387	M00661: Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
K12743	M00672: Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
K04126	M00672: Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
K10852	M00672: Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
K12743	M00673: Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
K04126	M00673: Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
K04127	M00673: Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
K12744	M00673: Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
K12745	M00673: Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
K04128	M00673: Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
K18062	M00673: Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
K18063	M00673: Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
K12673	M00674: Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
K12674	M00674: Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
K12675	M00674: Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
K12676	M00674: Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
K18317	M00675: Carbapenem_3_carboxylate_biosynthesis_pyrroline_5_carboxylate_malonyl_CoA_carbapenem_3_carboxylate
K18316	M00675: Carbapenem_3_carboxylate_biosynthesis_pyrroline_5_carboxylate_malonyl_CoA_carbapenem_3_carboxylate
K18315	M00675: Carbapenem_3_carboxylate_biosynthesis_pyrroline_5_carboxylate_malonyl_CoA_carbapenem_3_carboxylate
K19102	M00736: Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
K19103	M00736: Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
K05375	M00736: Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
K19104	M00736: Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
K19105	M00736: Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
K19106	M00736: Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
K01647	M00740: Methylaspartate_cycle
K01681	M00740: Methylaspartate_cycle
K00031	M00740: Methylaspartate_cycle
K00261	M00740: Methylaspartate_cycle
K19268	M00740: Methylaspartate_cycle
K01846	M00740: Methylaspartate_cycle
K04835	M00740: Methylaspartate_cycle
K19280	M00740: Methylaspartate_cycle
K14449	M00740: Methylaspartate_cycle
K19281	M00740: Methylaspartate_cycle
K19282	M00740: Methylaspartate_cycle
K00024	M00740: Methylaspartate_cycle
K01965	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K01966	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K11263	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K18472	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K19312	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K22568	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K01964	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K15036	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K15037	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K05606	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K01847	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K01848	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K01849	M00741: Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
K10011	M00761: Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
K07806	M00761: Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
K10012	M00761: Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
K13014	M00761: Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
K05826	M00763: Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
K19412	M00763: Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
K05828	M00763: Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
K05829	M00763: Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
K05830	M00763: Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
K05831	M00763: Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
K15988	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K24555	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K24556	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K24557	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K24558	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K15989	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K15990	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K15992	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K15991	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K15993	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K15994	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K15995	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K15996	M00773: Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
K10817	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K24563	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K24564	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K14366	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K14367	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K14368	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K15997	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K14370	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K14369	M00774: Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
K16007	M00775: Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
K24565	M00775: Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
K24566	M00775: Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
K16008	M00775: Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
K16009	M00775: Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
K13320	M00775: Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
